Title,Composition,Price,Image,Timestamp,SKU,Link,Polyvinyl Chloride,Elastane,Cotton,Silk,Polyurethane,Metallized Fibres,Polyamide,Polyester,Viscose,Lyocell,Acrylic,Wool,Type
Dazy Star Solid Round Neck Thermal Tee,"92% Polyester, 8% Elastane",8.49,https://img.ltwebstatic.com/images3_pi/2023/10/21/a7/16978820267b6fd6619fc53f23eb17f0404099c23a_thumbnail_220x293.jpg,2023-11-13 04:59:05.191029,sz2310163662589921,https://us.shein.com/Dazy-Star-Solid-Round-Neck-Thermal-Tee-p-25077374-cat-1738.html,0,8,0,0,0,0,0,92,0,0,0,0,Tee
SHEIN LUNE Button Detail Ruched Side Tee,100% Polyester,9.49,https://img.ltwebstatic.com/images3_pi/2023/09/29/29/16959168919fea1618d6c4c643c160c7eb1812869c_thumbnail_220x293.jpg,2023-11-13 14:26:46.275126,sz2309276332611156,https://us.shein.com/SHEIN-LUNE-Button-Detail-Ruched-Side-Tee-p-24044450-cat-1738.html,0,0,0,0,0,0,0,100,0,0,0,0,Tee
Solid Ruched Crop Tee,"95% Polyester, 5% Elastane",7.59,https://img.ltwebstatic.com/images3_pi/2023/10/13/a6/169712664504255eb73b1be57dc77589c8fa4ea96e_thumbnail_220x293.jpg,2023-11-13 14:01:08.985592,sz2309285919116310,https://us.shein.com/Solid-Ruched-Crop-Tee-p-24751234-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN LUNE Christmas Print Tee,"94% Polyester, 6% Elastane",6.49,https://img.ltwebstatic.com/images3_pi/2023/10/10/f7/1696934375ea6209982f94de7dcedb34f2ff2e66be_thumbnail_220x293.jpg,2023-11-13 02:01:47.673711,sw2209152425522497,https://us.shein.com/SHEIN-LUNE-Christmas-Print-Tee-p-24460431-cat-1738.html,0,6,0,0,0,0,0,94,0,0,0,0,Tee
Plaid Print Drop Shoulder Flap Pocket Shirt,100% Polyester,15.49,https://img.ltwebstatic.com/images3_pi/2023/10/17/6d/1697512194976f77a91502e2607024147059633a57_thumbnail_220x293.jpg,2023-11-13 04:50:08.157730,sz2309078888842895,https://us.shein.com/Plaid-Print-Drop-Shoulder-Flap-Pocket-Shirt-p-24739273-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Shirt
4pcs Solid Mock Neck Tee,"95% Polyester, 5% Elastane, 95% Polyester, 5% Elastane, 95% Polyester, 5% Elastane, 95% Polyester, 5% Elastane",24.49,https://img.ltwebstatic.com/images3_pi/2023/10/10/f6/16969153561b0588b5c024ecc39f97cc2ecd184998_thumbnail_220x293.jpg,2023-11-13 06:17:19.081280,sz2309285366324652,https://us.shein.com/4pcs-Solid-Mock-Neck-Tee-p-24368500-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
Color Block Notched Neck Tee,"95% Polyester, 5% Elastane",9.49,https://img.ltwebstatic.com/images3_pi/2023/10/14/6e/169724796606ffd6ac27746268204096c335b5ab13_thumbnail_220x293.jpg,2023-11-13 01:38:04.561667,sz2309135453906711,https://us.shein.com/Color-Block-Notched-Neck-Tee-p-24632339-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN Privé Ruched Button Front Tee,"95% Polyester, 5% Elastane",10.99,https://img.ltwebstatic.com/images3_pi/2023/10/27/f8/1698419285ae54ccbfbbd1e9baf9fde1a8bd90b5af_thumbnail_220x293.jpg,2023-11-13 01:48:04.274562,sz2310132182672387,https://us.shein.com/SHEIN-Priv-Ruched-Button-Front-Tee-p-25490475-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN Essnce 3pcs Button Front Ribbed Knit Tee,"95% Polyester, 5% Elastane",21.99,https://img.ltwebstatic.com/images3_pi/2023/10/07/63/16966568172b7f2a55069d9e4cba3abb27b185a988_thumbnail_220x293.jpg,2023-11-13 05:41:23.794648,sz2309273640750204,https://us.shein.com/SHEIN-Essnce-3pcs-Button-Front-Ribbed-Knit-Tee-p-24404241-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
Allover Print Mock Neck High Low Hem Blouse,"95% Polyester, 5% Elastane",8.49,https://img.ltwebstatic.com/images3_pi/2023/10/07/10/1696641891c04c89883b94aedfbf0740701c02754d_thumbnail_220x293.jpg,2023-11-13 14:21:48.755583,sz2309260804031083,https://us.shein.com/Allover-Print-Mock-Neck-High-Low-Hem-Blouse-p-24403577-cat-1733.html,0,5,0,0,0,0,0,95,0,0,0,0,Blouse
SHEIN EZwear Ribbed Knit Crop Tee,"67% Polyester, 30% Viscose, 3% Elastane",6.99,https://img.ltwebstatic.com/images3_pi/2023/10/18/60/1697609550cf3c1b506203029739c6e1c727d27f5a_thumbnail_220x293.jpg,2023-11-13 02:08:25.100539,sw2211082805188448,https://us.shein.com/SHEIN-EZwear-Ribbed-Knit-Crop-Tee-p-24837341-cat-1738.html,0,3,0,0,0,0,0,67,30,0,0,0,Tee
SHEIN LUNE Cowl Neck Button Detail Tee,"95% Polyester, 5% Elastane",9.99,https://img.ltwebstatic.com/images3_pi/2023/10/08/f1/1696734015194a3ebb80e565015fe221bd7606d078_thumbnail_220x293.jpg,2023-11-13 00:38:56.483119,sz2309206610362076,https://us.shein.com/SHEIN-LUNE-Cowl-Neck-Button-Detail-Tee-p-24198725-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
DAZY Kpop Solid Crop Tee With Thumb Holes,"94% Viscose, 6% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/10/10/0e/16969029307d1d300fc29821da00b350aece7d0c13_thumbnail_220x293.jpg,2023-11-13 14:32:00.348416,sz2309274508779804,https://us.shein.com/DAZY-Kpop-Solid-Crop-Tee-With-Thumb-Holes-p-24368720-cat-1738.html,0,6,0,0,0,0,0,0,94,0,0,0,Holes
SHEIN Privé Two Tone Ruched Tee,"95% Polyester, 5% Elastane",8.99,https://img.ltwebstatic.com/images3_pi/2023/10/24/fd/169815020487a2e0d80a656bf5de2823b87b6eba39_thumbnail_220x293.jpg,2023-11-13 01:06:11.371174,sz2309044744963656,https://us.shein.com/SHEIN-Priv-Two-Tone-Ruched-Tee-p-25252498-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN VCAY Guipure Lace Trim Lantern Sleeve Blouse,100% Polyester,8.99,https://img.ltwebstatic.com/images3_pi/2023/10/13/db/16971740137b3ffe3aac51992aacb9b8d0e246304a_thumbnail_220x293.jpg,2023-11-13 05:25:43.354858,sz2309203440416344,https://us.shein.com/SHEIN-VCAY-Guipure-Lace-Trim-Lantern-Sleeve-Blouse-p-24588779-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Blouse
SHEIN Essnce 3pcs Mock Neck Solid Tee,"100% Polyester, 100% Polyester, 100% Polyester",13.49,https://img.ltwebstatic.com/images3_pi/2023/11/06/0b/1699261243ad55bc9ef941450cc49bc83ae939e4cd_thumbnail_220x293.jpg,2023-11-13 14:28:36.135087,sz2309261554575270,https://us.shein.com/SHEIN-Essnce-3pcs-Mock-Neck-Solid-Tee-p-24210719-cat-1738.html,0,0,0,0,0,0,0,100,0,0,0,0,Tee
SHEIN EZwear Mock Neck Drop Shoulder Tee,"97% Polyester, 3% Elastane",8.99,https://img.ltwebstatic.com/images3_pi/2023/10/19/eb/1697681138bb269726889d5f76398e5f2c7bce1985_thumbnail_220x293.jpg,2023-11-13 13:32:17.908940,sz2306153118800010,https://us.shein.com/SHEIN-EZwear-Mock-Neck-Drop-Shoulder-Tee-p-24902667-cat-1738.html,0,3,0,0,0,0,0,97,0,0,0,0,Tee
Surplice Neck Lantern Sleeve Ruched Blouse,100% Polyester,10.49,https://img.ltwebstatic.com/images3_pi/2023/10/09/25/1696832819019437c2deadaa586409a7dff0425478_thumbnail_220x293.jpg,2023-11-13 06:18:22.343792,sz2309289252651546,https://us.shein.com/Surplice-Neck-Lantern-Sleeve-Ruched-Blouse-p-24294769-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Blouse
SHEIN Frenchy Solid Lace Trim Crop Tee,"96% Polyester, 4% Elastane",5.99,https://img.ltwebstatic.com/images3_pi/2023/10/18/33/1697610848b6a19b808eac56503f97f672769e9fe3_thumbnail_220x293.jpg,2023-11-13 00:36:56.348611,sz2309288694891980,https://us.shein.com/SHEIN-Frenchy-Solid-Lace-Trim-Crop-Tee-p-24836024-cat-1738.html,0,4,0,0,0,0,0,96,0,0,0,0,Tee
SHEIN LUNE Solid Button Front Velvet Shirt,"95% Polyester, 5% Elastane",13.49,https://img.ltwebstatic.com/images3_pi/2023/10/16/73/1697438350ddefe628c141b5033670aacf543d522a_thumbnail_220x293.jpg,2023-11-13 06:12:05.172607,sz2310084363143887,https://us.shein.com/SHEIN-LUNE-Solid-Button-Front-Velvet-Shirt-p-24650446-cat-1733.html,0,5,0,0,0,0,0,95,0,0,0,0,Shirt
SHEIN LUNE Figure Graphic Batwing Sleeve Blouse,100% Polyester,12.49,https://img.ltwebstatic.com/images3_pi/2023/10/08/1e/16967418893ad415bd448784d1844b284a064f6839_thumbnail_220x293.jpg,2023-11-13 01:44:34.374075,sz2309224593978399,https://us.shein.com/SHEIN-LUNE-Figure-Graphic-Batwing-Sleeve-Blouse-p-24193395-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Blouse
SHEIN LUNE Christmas Print Tee,"94% Polyester, 6% Elastane",6.49,https://img.ltwebstatic.com/images3_pi/2023/10/16/5d/1697422516f81afa98c0d5905ee3f95809f794a330_thumbnail_220x293.jpg,2023-11-13 14:41:54.067548,sw2209159122916914,https://us.shein.com/SHEIN-LUNE-Christmas-Print-Tee-p-23996756-cat-1738.html,0,6,0,0,0,0,0,94,0,0,0,0,Tee
SHEIN BAE High Neck Tee,"95% Polyester, 5% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/10/13/71/16971890279cbefea85eae8046541e6c02383efde1_thumbnail_220x293.jpg,2023-11-13 05:45:34.830197,sw2209272602249913,https://us.shein.com/SHEIN-BAE-High-Neck-Tee-p-24629989-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
Solid Drop Shoulder Tee,"95% Polyester, 5% Elastane",6.49,https://img.ltwebstatic.com/images3_pi/2023/10/19/e1/16977061722b36aa706a41c73f164a50b433f6b7dc_thumbnail_220x293.jpg,2023-11-13 02:00:58.840398,sz2309066249894922,https://us.shein.com/Solid-Drop-Shoulder-Tee-p-24224034-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN Clasi Solid Cold Shoulder Popover Blouse,"95% Polyester, 5% Elastane",7.99,https://img.ltwebstatic.com/images3_pi/2023/10/16/7c/1697434562cac38cc06375d6d26cb2cdd358a62da9_thumbnail_220x293.jpg,2023-11-13 01:46:12.101082,sz2305186211875741,https://us.shein.com/SHEIN-Clasi-Solid-Cold-Shoulder-Popover-Blouse-p-24668953-cat-1733.html,0,5,0,0,0,0,0,95,0,0,0,0,Blouse
SHEIN Frenchy Solid Ruched Side Ribbed Knit Tee,"60% Polyester, 35% Viscose, 5% Elastane",7.99,https://img.ltwebstatic.com/images3_pi/2023/10/12/ae/1697089602c1fc38497bd66a1b7195f71806e75ae8_thumbnail_220x293.jpg,2023-11-13 13:14:32.973806,sz2309270818748847,https://us.shein.com/SHEIN-Frenchy-Solid-Ruched-Side-Ribbed-Knit-Tee-p-24527330-cat-1738.html,0,5,0,0,0,0,0,60,35,0,0,0,Tee
Letter Graphic Tee,"60% Polyester, 35% Viscose, 5% Elastane",6.99,https://img.ltwebstatic.com/images3_pi/2023/10/08/36/1696728928df8cf45949e6bb81d46f6824e94e3cfd_thumbnail_220x293.jpg,2023-11-13 05:05:09.283493,sz2310075352042746,https://us.shein.com/Letter-Graphic-Tee-p-24235459-cat-1738.html,0,5,0,0,0,0,0,60,35,0,0,0,Tee
DAZY Solid Round Neck Fuzzy Tee,"96% Polyester, 4% Elastane",7.99,https://img.ltwebstatic.com/images3_pi/2023/10/26/34/1698284727c3c447de47801966ac54168ba25559bd_thumbnail_220x293.jpg,2023-11-13 01:27:00.183789,sz2310128037358975,https://us.shein.com/DAZY-Solid-Round-Neck-Fuzzy-Tee-p-25370515-cat-1738.html,0,4,0,0,0,0,0,96,0,0,0,0,Tee
4pcs Solid Mock Neck Tee,"95% Polyester, 5% Elastane",20.99,https://img.ltwebstatic.com/images3_pi/2023/10/13/d1/16971694668906737ef621429a496ff0e0a6ccb39e_thumbnail_220x293.jpg,2023-11-13 06:25:30.342431,sz2309216568296270,https://us.shein.com/4pcs-Solid-Mock-Neck-Tee-p-24590234-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN LUNE Flap Pocket Drop Shoulder Peplum Hem Corduroy Shirt,"97% Polyester, 3% Elastane",17.49,https://img.ltwebstatic.com/images3_pi/2023/10/12/d4/1697110739cc85aa28661eea2db0f7dea030c7dae0_thumbnail_220x293.jpg,2023-11-13 05:43:42.269783,sz2309269618416670,https://us.shein.com/SHEIN-LUNE-Flap-Pocket-Drop-Shoulder-Peplum-Hem-Corduroy-Shirt-p-24561014-cat-1733.html,0,3,0,0,0,0,0,97,0,0,0,0,Shirt
Allover Print Crew Neck Tee,100% Polyester,8.49,https://img.ltwebstatic.com/images3_pi/2023/09/27/3f/16957441480a89400ae431899c9e3b6ea6d6c70be2_thumbnail_220x293.jpg,2023-11-13 05:08:48.206692,sz2309257848331684,https://us.shein.com/Allover-Print-Crew-Neck-Tee-p-23839042-cat-1738.html,0,0,0,0,0,0,0,100,0,0,0,0,Tee
SHEIN Unity Flap Pocket Drop Shoulder Corduroy Shirt,100% Polyester,14.49,https://img.ltwebstatic.com/images3_pi/2023/10/25/b5/169822479365c919be37ad656c863e7c21b9eca7f6_thumbnail_220x293.jpg,2023-11-13 04:46:13.769241,sz2309127740788846,https://us.shein.com/SHEIN-Unity-Flap-Pocket-Drop-Shoulder-Corduroy-Shirt-p-24029954-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Shirt
SHEIN LUNE Solid V Neck Bishop Sleeve Tee,"95% Polyester, 5% Elastane",11.49,https://img.ltwebstatic.com/images3_pi/2023/10/06/45/1696521739c0a91880d56604ca14c3d3eb3985fa8b_thumbnail_220x293.jpg,2023-11-13 05:48:11.112718,sz2309283507578778,https://us.shein.com/SHEIN-LUNE-Solid-V-Neck-Bishop-Sleeve-Tee-p-24688628-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
DAZY Solid Crop Tee,"95% Polyester, 5% Elastane",6.99,https://img.ltwebstatic.com/images3_pi/2023/10/17/5f/1697506053d12ec6121334b5830bb30392ec90efd0_thumbnail_220x293.jpg,2023-11-13 01:16:32.909225,sz2309210531197017,https://us.shein.com/DAZY-Solid-Crop-Tee-p-24193736-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN BAE Square Neck Ruched Side Crop Tee,"94% Polyester, 6% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/10/28/5f/16984583284bb679b2a9a6c514bbb404abe9697145_thumbnail_220x293.jpg,2023-11-13 05:30:07.871293,sz2306208878300017,https://us.shein.com/SHEIN-BAE-Square-Neck-Ruched-Side-Crop-Tee-p-25498927-cat-1738.html,0,6,0,0,0,0,0,94,0,0,0,0,Tee
DOKOTOO Geo Print Drop Shoulder Corduroy Shirt,100% Polyester,16.99,https://img.ltwebstatic.com/images3_pi/2023/09/12/6c/1694512034491199b7e6fd0bbe4fd0fdf008f79b78_thumbnail_220x293.jpg,2023-11-13 00:39:08.303713,sz2309128569606640,https://us.shein.com/DOKOTOO-Geo-Print-Drop-Shoulder-Corduroy-Shirt-p-23355962-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Shirt
SHEIN Frenchy Square Neck Ruched Side Ribbed Knit Tee,"60% Polyester, 35% Viscose, 5% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/10/12/21/169707655028c34351641a9d621f1a4fe5d02f583b_thumbnail_220x293.jpg,2023-11-13 13:37:12.112519,sz2309251410418594,https://us.shein.com/SHEIN-Frenchy-Square-Neck-Ruched-Side-Ribbed-Knit-Tee-p-24509377-cat-1738.html,0,5,0,0,0,0,0,60,35,0,0,0,Tee
4pcs Solid Mock Neck Ruched Side Tee,"95% Polyester, 5% Elastane",18.49,https://img.ltwebstatic.com/images3_pi/2023/10/30/82/1698654112e663bc96328296b11d1585e1c4a897f0_thumbnail_220x293.jpg,2023-11-13 01:38:28.734036,sz2309072420287368,https://us.shein.com/4pcs-Solid-Mock-Neck-Ruched-Side-Tee-p-24412419-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN LUNE Draped Collar Batwing Sleeve Tee,"95% Polyester, 5% Elastane",10.49,https://img.ltwebstatic.com/images3_pi/2023/10/09/ac/16968298325a41cddc4ce6f615849e81dfeb086be8_thumbnail_220x293.jpg,2023-11-13 01:44:20.798548,sz2309279687302933,https://us.shein.com/SHEIN-LUNE-Draped-Collar-Batwing-Sleeve-Tee-p-24391699-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN Lady Twist Front V Neck Peplum Tee,"95% Polyester, 5% Elastane",11.99,https://img.ltwebstatic.com/images3_pi/2023/10/09/97/169682029686f5201b29a7a8a0621f071ff984661d_thumbnail_220x293.jpg,2023-11-13 13:51:46.445086,sz2306060891955419,https://us.shein.com/SHEIN-Lady-Twist-Front-V-Neck-Peplum-Tee-p-24282827-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN LUNE Solid Mock Neck Thermal Lined Tee,"95% Polyester, 5% Elastane",10.49,https://img.ltwebstatic.com/images3_pi/2023/10/21/16/1697878559e72db66a45bd87632d9d2261f3c35fc0_thumbnail_220x293.jpg,2023-11-13 00:53:17.736721,sz2310111136191658,https://us.shein.com/SHEIN-LUNE-Solid-Mock-Neck-Thermal-Lined-Tee-p-25083845-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN Essnce 3pcs Solid Ruched Side Crop Tee,"95% Polyester, 5% Elastane",14.49,https://img.ltwebstatic.com/images3_pi/2023/11/09/ca/1699520521646de2672160c0b55d25adbcb930be38_thumbnail_220x293.jpg,2023-11-13 06:25:04.405657,sz2310134335630337,https://us.shein.com/SHEIN-Essnce-3pcs-Solid-Ruched-Side-Crop-Tee-p-25416330-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN LUNE Gold Dot Print Roll Tab Sleeve Half Zip Blouse,100% Polyester,9.49,https://img.ltwebstatic.com/images3_pi/2023/10/27/c4/16983976811488981ef0c65bec1eda41f21d8e893b_thumbnail_220x293.jpg,2023-11-13 01:27:23.440953,sz2309250521281964,https://us.shein.com/SHEIN-LUNE-Gold-Dot-Print-Roll-Tab-Sleeve-Half-Zip-Blouse-p-25106101-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Blouse
SHEIN PETITE Scoop Neck Ruched Side Tee,"94% Polyester, 6% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/10/17/a5/16975231895a4fe9ae75b0d13385c5c9b1a91ff003_thumbnail_220x293.jpg,2023-11-13 13:31:17.119085,sz2307127505966726,https://us.shein.com/SHEIN-PETITE-Scoop-Neck-Ruched-Side-Tee-p-24750443-cat-1738.html,0,6,0,0,0,0,0,94,0,0,0,0,Tee
Christmas Print Cut Out Detail Tee,"95% Polyester, 5% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/09/28/43/16958658335308128a7973e898a89fbfe8454b8e05_thumbnail_220x293.jpg,2023-11-13 13:29:00.666876,sz2309215921965070,https://us.shein.com/Christmas-Print-Cut-Out-Detail-Tee-p-23938237-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN Essnce Solid Seam Front Tee,100% Polyester,8.99,https://img.ltwebstatic.com/images3_pi/2023/10/19/7f/1697700181c394849251afd6282707431621f2ce39_thumbnail_220x293.jpg,2023-11-13 05:32:05.293400,sz2310065508925557,https://us.shein.com/SHEIN-Essnce-Solid-Seam-Front-Tee-p-24924322-cat-1738.html,0,0,0,0,0,0,0,100,0,0,0,0,Tee
SHEIN LUNE Keyhole Back Sequin Blouse,100% Polyester,12.99,https://img.ltwebstatic.com/images3_pi/2023/10/21/ce/16978827620d67cf521c2bd734329282c682ca84dc_thumbnail_220x293.jpg,2023-11-13 05:00:18.918779,sz2309251277499700,https://us.shein.com/SHEIN-LUNE-Keyhole-Back-Sequin-Blouse-p-25081099-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Blouse
SHEIN Essnce Solid Twist Hem Tee,100% Polyester,9.99,https://img.ltwebstatic.com/images3_pi/2023/10/11/80/16970009299d269f315caf60b8a0c5df53c7050195_thumbnail_220x293.jpg,2023-11-13 13:42:26.206252,sz2309259211958433,https://us.shein.com/SHEIN-Essnce-Solid-Twist-Hem-Tee-p-24432333-cat-1738.html,0,0,0,0,0,0,0,100,0,0,0,0,Tee
3pcs Solid V Neck Ruched Side Tee,"95% Polyester, 5% Elastane",25.49,https://img.ltwebstatic.com/images3_pi/2023/10/25/26/1698238978af9bad9eb4cc6f4ffa170e471b9384fb_thumbnail_220x293.jpg,2023-11-13 00:43:16.781900,sz2309141477627790,https://us.shein.com/3pcs-Solid-V-Neck-Ruched-Side-Tee-p-24069026-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
Solid Button Front Puff Sleeve Shirt,100% Polyester,12.99,https://img.ltwebstatic.com/images3_pi/2023/10/05/66/16964846650f58ee55205694230e8a98b049b24867_thumbnail_220x293.jpg,2023-11-13 01:37:51.690203,sz2309088842151424,https://us.shein.com/Solid-Button-Front-Puff-Sleeve-Shirt-p-24042286-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Shirt
SHEIN Essnce Solid Seam Detail Tee,"95% Polyester, 5% Elastane",9.49,https://img.ltwebstatic.com/images3_pi/2023/10/18/92/16976124393e7af6e3522642d263f178083e20668d_thumbnail_220x293.jpg,2023-11-13 14:43:51.443859,sz2310122414997972,https://us.shein.com/SHEIN-Essnce-Solid-Seam-Detail-Tee-p-24840677-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN Frenchy Sweetheart Neck Ruched Bust Ribbed Knit Tee,"67% Polyester, 29% Viscose, 4% Elastane",6.99,https://img.ltwebstatic.com/images3_pi/2023/10/10/ad/16969324775c2c48b72be74255896fabff09106f83_thumbnail_220x293.jpg,2023-11-13 13:42:48.715336,sz2310077228468878,https://us.shein.com/SHEIN-Frenchy-Sweetheart-Neck-Ruched-Bust-Ribbed-Knit-Tee-p-24415112-cat-1738.html,0,4,0,0,0,0,0,67,29,0,0,0,Tee
Solid Twist Front Blouse,100% Polyester,9.49,https://img.ltwebstatic.com/images3_pi/2023/10/13/1d/16971742829986cfb3c6e21dd5ff689320aec8bc05_thumbnail_220x293.jpg,2023-11-13 00:42:30.534740,sz2309287252567368,https://us.shein.com/Solid-Twist-Front-Blouse-p-24594423-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Blouse
Surplice Neck Button Detail Drop Shoulder Tee,"95% Polyester, 5% Elastane",9.49,https://img.ltwebstatic.com/images3_pi/2023/10/14/09/1697247900e6ce1639fb0c71964bf581cdb8ef5042_thumbnail_220x293.jpg,2023-11-13 00:33:49.393671,sz2309224300090094,https://us.shein.com/Surplice-Neck-Button-Detail-Drop-Shoulder-Tee-p-24632468-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
3 Pack Solid Round Neck Tee,"95% Polyester, 5% Elastane",10.49,https://img.ltwebstatic.com/images3_pi/2023/10/19/e3/1697682524d819381b0c9045fa344d097940ab4d15_thumbnail_220x293.jpg,2023-11-13 14:17:05.746698,sz2309275919201577,https://us.shein.com/3-Pack-Solid-Round-Neck-Tee-p-24935790-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN LUNE Solid Curved Hem Shirt,100% Polyester,11.49,https://img.ltwebstatic.com/images3_pi/2023/10/24/ae/16981388440aba2200c24337e306756d842e6265d9_thumbnail_220x293.jpg,2023-11-13 00:43:41.248663,sz2310194546276360,https://us.shein.com/SHEIN-LUNE-Solid-Curved-Hem-Shirt-p-25311091-cat-1733.html,0,0,0,0,0,0,0,100,0,0,0,0,Shirt
SHEIN Essnce Solid High Neck Slim Tee,"92% Polyester, 8% Elastane",6.49,https://img.ltwebstatic.com/images3_pi/2023/10/18/dd/16976165880e031d2c7f3a15580870e0cf63ba5679_thumbnail_220x293.jpg,2023-11-13 13:49:22.515311,sP1fwp5l9vcuo94469,https://us.shein.com/SHEIN-Essnce-Solid-High-Neck-Slim-Tee-p-24855329-cat-1738.html,0,8,0,0,0,0,0,92,0,0,0,0,Tee
SHEIN EZwear Letter Graphic Drop Shoulder Tee,"62% Polyester, 34% Cotton, 4% Elastane",9.49,https://img.ltwebstatic.com/images3_pi/2023/10/06/64/1696589835ed2a6abf9edf804174bee8c3060463af_thumbnail_220x293.jpg,2023-11-13 14:50:47.416112,sz2309204192942522,https://us.shein.com/SHEIN-EZwear-Letter-Graphic-Drop-Shoulder-Tee-p-24409755-cat-1738.html,0,4,34,0,0,0,0,62,0,0,0,0,Tee
SHEIN Essnce Scoop Neck Crop Tee,"92% Polyester, 8% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/10/05/f4/169648482355d0b493f807b3784d8b6130b8d7e2b4_thumbnail_220x293.jpg,2023-11-13 13:53:56.240549,sz2309277202755277,https://us.shein.com/SHEIN-Essnce-Scoop-Neck-Crop-Tee-p-24044156-cat-1738.html,0,8,0,0,0,0,0,92,0,0,0,0,Tee
DAZY Solid Button Front Ribbed Knit Tee,"90% Polyester, 10% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/10/17/c1/169752191446dd7cb35c93cdb644c2cfb9b842e419_thumbnail_220x293.jpg,2023-11-13 01:24:08.931195,sz2309272090220949,https://us.shein.com/DAZY-Solid-Button-Front-Ribbed-Knit-Tee-p-24739004-cat-1738.html,0,10,0,0,0,0,0,90,0,0,0,0,Tee
SHEIN Essnce Solid Scoop Neck Thermal Tee,"95% Polyester, 5% Elastane",8.49,https://img.ltwebstatic.com/images3_pi/2023/10/03/ae/16963457616ae3907844028fae13615db13a28fcd9_thumbnail_220x293.jpg,2023-11-13 01:37:27.053896,sz2309018727826627,https://us.shein.com/SHEIN-Essnce-Solid-Scoop-Neck-Thermal-Tee-p-24023910-cat-1738.html,0,5,0,0,0,0,0,95,0,0,0,0,Tee
SHEIN BAE Surplice Neck Asymmetrical Hem Glitter Blouse,"95% Polyester, 5% Elastane",11.49,https://img.ltwebstatic.com/images3_pi/2023/10/09/ec/1696831523fc76427d56f525554be748251336ac91_thumbnail_220x293.jpg,2023-11-13 01:13:28.586331,sz2308285597440204,https://us.shein.com/SHEIN-BAE-Surplice-Neck-Asymmetrical-Hem-Glitter-Blouse-p-24288279-cat-1733.html,0,5,0,0,0,0,0,95,0,0,0,0,Blouse
DAZY Solid Curved Hem Halter Tee,"90% Polyester, 10% Elastane",8.49,https://img.ltwebstatic.com/images3_pi/2023/10/10/50/1696904648d9005dc25b2c11152061f5cdbeb81744_thumbnail_220x293.jpg,2023-11-13 01:01:47.822209,sz2309127111181512,https://us.shein.com/DAZY-Solid-Curved-Hem-Halter-Tee-p-24375483-cat-1738.html,0,10,0,0,0,0,0,90,0,0,0,0,Tee
